"ID";"Periods";"TotalSupply_1";"IndigenousProduction_2";"ProductionFromOtherSources_3";"ImportsOfGaseousNaturalGasTotal_4";"ImportsViaNorway_5";"ImportsViaGermany_6";"ImportsViaBelgium_7";"ImportsViaUnitedKingdom_8";"ImportsViaDenmark_9";"ImportsOfLNGTotal_10";"ImportsViaTheUnitedStates_11";"ImportsViaNorway_12";"ImportsViaRussia_13";"ImportsViaAfrica_14";"ImportsViaAsia_15";"ImportsViaAmericaExcludingUS_16";"ImportsViaOtherUnknown_17";"ExportsOfGaseousNaturalGasTotal_18";"ExportsToNorway_19";"ExportsToGermany_20";"ExportsToBelgium_21";"ExportsToUnitedKingdom_22";"ExportsToDenmark_23";"ExportsOfLiquefiedNaturalGasLNG_24";"Bunkers_25";"StockChange_26";"TotalConsumption_27";"TotalViaTheMainGrid_28";"ElectricityPowerPlants_29";"OtherConsumers_30";"ViaRegionalGrids_31";"ConsumptionByProductionAndTransport_32";"ClosingStock_33";"ClosingStockGaseousGas_34";"ClosingStockLiquefiedNaturalGas_35";"Flaring_36";"StorageCapacityTotal_37";"StorageCapacityGaseousGas_38";"StorageCapacityLiquefiedNaturalGas_39"
"93";"1982MM12";"    4627";"    9098";"       .";"     308";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4779";"";"";"";"";"";"";"       .";"       0";"    4627";"    1647";"     762";"     885";"    2959";"      21";"       .";"";"";"       2";"";"";""
"94";"1982KW04";"   11061";"   21138";"       .";"     825";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   10898";"";"";"";"";"";"";"       .";"      -4";"   11061";"    4814";"    2254";"    2560";"    6189";"      58";"       .";"";"";"       7";"";"";""
"95";"1983MM01";"    4405";"    8343";"       .";"     239";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4182";"";"";"";"";"";"";"       .";"       5";"    4405";"    1618";"     749";"     869";"    2765";"      22";"       .";"";"";"       4";"";"";""
"96";"1983MM02";"    4566";"    9494";"       .";"     222";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5153";"";"";"";"";"";"";"       .";"       3";"    4566";"    1338";"     525";"     813";"    3207";"      21";"       .";"";"";"       2";"";"";""
"97";"1983MM03";"    3915";"    8530";"       .";"     262";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4881";"";"";"";"";"";"";"       .";"       4";"    3915";"    1387";"     587";"     800";"    2506";"      22";"       .";"";"";"       1";"";"";""
"98";"1983KW01";"   12886";"   26367";"       .";"     723";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   14216";"";"";"";"";"";"";"       .";"      12";"   12886";"    4343";"    1861";"    2482";"    8478";"      65";"       .";"";"";"       7";"";"";""
"99";"1983MM04";"    3207";"    6913";"       .";"     243";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3938";"";"";"";"";"";"";"       .";"     -11";"    3207";"    1523";"     723";"     800";"    1661";"      23";"       .";"";"";"       2";"";"";""
"100";"1983MM05";"    2839";"    5962";"       .";"     291";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3418";"";"";"";"";"";"";"       .";"       4";"    2839";"    1546";"     751";"     795";"    1271";"      22";"       .";"";"";"       2";"";"";""
"101";"1983MM06";"    2141";"    4139";"       .";"     314";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2317";"";"";"";"";"";"";"       .";"       5";"    2141";"    1588";"     822";"     766";"     534";"      19";"       .";"";"";"       2";"";"";""
"102";"1983KW02";"    8187";"   17014";"       .";"     848";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    9673";"";"";"";"";"";"";"       .";"      -2";"    8187";"    4657";"    2296";"    2361";"    3466";"      64";"       .";"";"";"       6";"";"";""
"103";"1983MM07";"    1777";"    3237";"       .";"     341";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1796";"";"";"";"";"";"";"       .";"      -5";"    1777";"    1372";"     622";"     750";"     386";"      19";"       .";"";"";"       2";"";"";""
"104";"1983MM08";"    1844";"    3092";"       .";"     337";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1592";"";"";"";"";"";"";"       .";"       7";"    1844";"    1407";"     604";"     803";"     419";"      18";"       .";"";"";"       3";"";"";""
"105";"1983MM09";"    2229";"    4442";"       .";"     252";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2463";"";"";"";"";"";"";"       .";"      -2";"    2229";"    1454";"     672";"     782";"     755";"      20";"       .";"";"";"       4";"";"";""
"106";"1983KW03";"    5850";"   10771";"       .";"     930";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5851";"";"";"";"";"";"";"       .";"       0";"    5850";"    4233";"    1898";"    2335";"    1560";"      57";"       .";"";"";"       9";"";"";""
"107";"1983MM10";"    3050";"    5420";"       .";"     276";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2648";"";"";"";"";"";"";"       .";"       2";"    3050";"    1627";"     745";"     882";"    1401";"      22";"       .";"";"";"       4";"";"";""
"108";"1983MM11";"    3862";"    7457";"       .";"     184";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3778";"";"";"";"";"";"";"       .";"      -1";"    3862";"    1684";"     801";"     883";"    2154";"      24";"       .";"";"";"       3";"";"";""
"109";"1983MM12";"    4709";"    9463";"       .";"     219";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4962";"";"";"";"";"";"";"       .";"     -11";"    4709";"    1786";"     870";"     916";"    2896";"      27";"       .";"";"";"      12";"";"";""
"110";"1983KW04";"   11621";"   22340";"       .";"     679";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   11388";"";"";"";"";"";"";"       .";"     -10";"   11621";"    5097";"    2416";"    2681";"    6451";"      73";"       .";"";"";"      19";"";"";""
"111";"1984MM01";"    4976";"   10252";"       .";"     265";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5551";"";"";"";"";"";"";"       .";"      10";"    4976";"    1771";"     817";"     954";"    3179";"      26";"       .";"";"";"       3";"";"";""
"112";"1984MM02";"    4764";"    9876";"       .";"     254";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5360";"";"";"";"";"";"";"       .";"      -6";"    4764";"    1617";"     705";"     912";"    3125";"      22";"       .";"";"";"       3";"";"";""
"113";"1984MM03";"    4483";"    9253";"       .";"     265";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5031";"";"";"";"";"";"";"       .";"      -4";"    4483";"    1744";"     779";"     965";"    2713";"      26";"       .";"";"";"       5";"";"";""
"114";"1984KW01";"   14223";"   29381";"       .";"     784";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   15942";"";"";"";"";"";"";"       .";"       0";"   14223";"    5132";"    2301";"    2831";"    9017";"      74";"       .";"";"";"      11";"";"";""
"115";"1984MM04";"    3305";"    6502";"       .";"     308";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3509";"";"";"";"";"";"";"       .";"       4";"    3305";"    1613";"     737";"     876";"    1668";"      24";"       .";"";"";"       3";"";"";""
"116";"1984MM05";"    2940";"    5414";"       .";"     437";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2905";"";"";"";"";"";"";"       .";"      -6";"    2940";"    1638";"     745";"     893";"    1279";"      23";"       .";"";"";"       4";"";"";""
"117";"1984MM06";"    2339";"    4218";"       .";"     370";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2250";"";"";"";"";"";"";"       .";"       1";"    2339";"    1588";"     741";"     847";"     730";"      21";"       .";"";"";"       3";"";"";""
"118";"1984KW02";"    8584";"   16134";"       .";"    1115";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    8664";"";"";"";"";"";"";"       .";"      -1";"    8584";"    4839";"    2223";"    2616";"    3677";"      68";"       .";"";"";"      10";"";"";""
"119";"1984MM07";"    2046";"    3488";"       .";"     389";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1832";"";"";"";"";"";"";"       .";"       1";"    2046";"    1481";"     660";"     821";"     545";"      20";"       .";"";"";"       4";"";"";""
"120";"1984MM08";"    2066";"    3462";"       .";"     227";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1625";"";"";"";"";"";"";"       .";"       2";"    2066";"    1587";"     742";"     845";"     458";"      21";"       .";"";"";"       3";"";"";""
"121";"1984MM09";"    2505";"    4397";"       .";"     298";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2189";"";"";"";"";"";"";"       .";"      -1";"    2505";"    1647";"     794";"     853";"     836";"      22";"       .";"";"";"       4";"";"";""
"122";"1984KW03";"    6617";"   11347";"       .";"     914";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5646";"";"";"";"";"";"";"       .";"       2";"    6617";"    4715";"    2196";"    2519";"    1839";"      63";"       .";"";"";"      11";"";"";""
"123";"1984MM10";"    3137";"    5486";"       .";"     302";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2652";"";"";"";"";"";"";"       .";"       1";"    3137";"    1809";"     822";"     987";"    1308";"      20";"       .";"";"";"       5";"";"";""
"124";"1984MM11";"    3645";"    6728";"       .";"     170";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3252";"";"";"";"";"";"";"       .";"      -1";"    3645";"    1805";"     817";"     988";"    1820";"      20";"       .";"";"";"       4";"";"";""
"125";"1984MM12";"    4507";"    8128";"       .";"     134";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3760";"";"";"";"";"";"";"       .";"       5";"    4507";"    1843";"     889";"     954";"    2641";"      23";"       .";"";"";"       5";"";"";""
"126";"1984KW04";"   11289";"   20342";"       .";"     606";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    9664";"";"";"";"";"";"";"       .";"       5";"   11289";"    5457";"    2528";"    2929";"    5769";"      63";"       .";"";"";"      14";"";"";""
"127";"1985MM01";"    6319";"   12587";"       .";"      65";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6341";"";"";"";"";"";"";"       .";"       8";"    6319";"    1905";"     863";"    1042";"    4388";"      26";"       .";"";"";"       5";"";"";""
"128";"1985MM02";"    5121";"   10411";"       .";"      74";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5362";"";"";"";"";"";"";"       .";"      -2";"    5121";"    1649";"     737";"     912";"    3450";"      22";"       .";"";"";"       5";"";"";""
"129";"1985MM03";"    4625";"    9620";"       .";"      54";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5044";"";"";"";"";"";"";"       .";"      -5";"    4625";"    1836";"     855";"     981";"    2765";"      24";"       .";"";"";"       4";"";"";""
"130";"1985KW01";"   16065";"   32618";"       .";"     193";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   16747";"";"";"";"";"";"";"       .";"       1";"   16065";"    5390";"    2455";"    2935";"   10603";"      72";"       .";"";"";"      14";"";"";""
"131";"1985MM04";"    3280";"    6312";"       .";"     192";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3231";"";"";"";"";"";"";"       .";"       7";"    3280";"    1552";"     729";"     823";"    1707";"      21";"       .";"";"";"       4";"";"";""
"132";"1985MM05";"    2647";"    5054";"       .";"     325";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2730";"";"";"";"";"";"";"       .";"      -2";"    2647";"    1634";"     753";"     881";"     992";"      21";"       .";"";"";"       3";"";"";""
"133";"1985MM06";"    2393";"    4042";"       .";"     249";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1902";"";"";"";"";"";"";"       .";"       4";"    2393";"    1620";"     780";"     840";"     755";"      18";"       .";"";"";"       3";"";"";""
"134";"1985KW02";"    8320";"   15408";"       .";"     766";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    7863";"";"";"";"";"";"";"       .";"       9";"    8320";"    4806";"    2262";"    2544";"    3454";"      60";"       .";"";"";"      10";"";"";""
"135";"1985MM07";"    1910";"    2732";"       .";"     356";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1182";"";"";"";"";"";"";"       .";"       4";"    1910";"    1446";"     616";"     830";"     446";"      18";"       .";"";"";"       5";"";"";""
"136";"1985MM08";"    2070";"    3036";"       .";"     254";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1221";"";"";"";"";"";"";"       .";"       1";"    2070";"    1556";"     692";"     864";"     496";"      18";"       .";"";"";"       6";"";"";""
