"ID";"Periods";"TotalSupply_1";"IndigenousProduction_2";"ProductionFromOtherSources_3";"ImportsOfGaseousNaturalGasTotal_4";"ImportsViaNorway_5";"ImportsViaGermany_6";"ImportsViaBelgium_7";"ImportsViaUnitedKingdom_8";"ImportsViaDenmark_9";"ImportsOfLNGTotal_10";"ImportsViaTheUnitedStates_11";"ImportsViaNorway_12";"ImportsViaRussia_13";"ImportsViaAfrica_14";"ImportsViaAsia_15";"ImportsViaAmericaExcludingUS_16";"ImportsViaOtherUnknown_17";"ExportsOfGaseousNaturalGasTotal_18";"ExportsToNorway_19";"ExportsToGermany_20";"ExportsToBelgium_21";"ExportsToUnitedKingdom_22";"ExportsToDenmark_23";"ExportsOfLiquefiedNaturalGasLNG_24";"Bunkers_25";"StockChange_26";"TotalConsumption_27";"TotalViaTheMainGrid_28";"ElectricityPowerPlants_29";"OtherConsumers_30";"ViaRegionalGrids_31";"ConsumptionByProductionAndTransport_32";"ClosingStock_33";"ClosingStockGaseousGas_34";"ClosingStockLiquefiedNaturalGas_35";"Flaring_36";"StorageCapacityTotal_37";"StorageCapacityGaseousGas_38";"StorageCapacityLiquefiedNaturalGas_39"
"284";"1994MM11";"    3810";"    6987";"       1";"     357";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3547";"";"";"";"";"";"";"       .";"      12";"    3810";"    1826";"     667";"    1159";"    1930";"      54";"       .";"";"";"      15";"";"";""
"285";"1994MM12";"    5008";"    9760";"       1";"     314";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5063";"";"";"";"";"";"";"       .";"      -4";"    5008";"    1867";"     644";"    1223";"    3076";"      65";"       .";"";"";"      19";"";"";""
"286";"1994KW04";"   12702";"   24679";"       3";"    1009";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   12979";"";"";"";"";"";"";"       .";"     -10";"   12702";"    5588";"    2065";"    3523";"    6936";"     178";"       .";"";"";"      52";"";"";""
"287";"1995MM01";"    5726";"   11068";"       1";"     323";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5671";"";"";"";"";"";"";"       .";"       5";"    5726";"    1974";"     708";"    1266";"    3681";"      71";"       .";"";"";"      20";"";"";""
"288";"1995MM02";"    4529";"    7976";"       1";"     302";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3746";"";"";"";"";"";"";"       .";"      -4";"    4529";"    1743";"     652";"    1091";"    2726";"      60";"       .";"";"";"      21";"";"";""
"289";"1995MM03";"    5055";"    9105";"       1";"     340";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4393";"";"";"";"";"";"";"       .";"       2";"    5055";"    1954";"     739";"    1215";"    3034";"      67";"       .";"";"";"      20";"";"";""
"290";"1995KW01";"   15310";"   28149";"       3";"     965";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   13810";"";"";"";"";"";"";"       .";"       3";"   15310";"    5671";"    2099";"    3572";"    9441";"     198";"       .";"";"";"      61";"";"";""
"291";"1995MM04";"    3588";"    5939";"       1";"     290";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2636";"";"";"";"";"";"";"       .";"      -6";"    3588";"    1610";"     544";"    1066";"    1928";"      50";"       .";"";"";"      15";"";"";""
"292";"1995MM05";"    2724";"    4525";"       1";"     314";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2113";"";"";"";"";"";"";"       .";"      -3";"    2724";"    1505";"     500";"    1005";"    1175";"      44";"       .";"";"";"       9";"";"";""
"293";"1995MM06";"    2574";"    4300";"       1";"     261";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1994";"";"";"";"";"";"";"       .";"       6";"    2574";"    1526";"     487";"    1039";"     997";"      51";"       .";"";"";"      16";"";"";""
"294";"1995KW02";"    8886";"   14764";"       3";"     865";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6743";"";"";"";"";"";"";"       .";"      -3";"    8886";"    4641";"    1531";"    3110";"    4100";"     145";"       .";"";"";"      40";"";"";""
"295";"1995MM07";"    2134";"    2960";"       1";"     322";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1150";"";"";"";"";"";"";"       .";"       1";"    2134";"    1520";"     512";"    1008";"     572";"      42";"       .";"";"";"      15";"";"";""
"296";"1995MM08";"    2316";"    3213";"       1";"     278";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1177";"";"";"";"";"";"";"       .";"       1";"    2316";"    1666";"     624";"    1042";"     605";"      45";"       .";"";"";"      15";"";"";""
"297";"1995MM09";"    2740";"    4511";"       1";"     235";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2007";"";"";"";"";"";"";"       .";"       0";"    2740";"    1672";"     623";"    1049";"    1018";"      50";"       .";"";"";"      13";"";"";""
"298";"1995KW03";"    7190";"   10684";"       3";"     835";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4334";"";"";"";"";"";"";"       .";"       2";"    7190";"    4858";"    1759";"    3099";"    2195";"     137";"       .";"";"";"      43";"";"";""
"299";"1995MM10";"    3225";"    5859";"       1";"     379";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3007";"";"";"";"";"";"";"       .";"      -7";"    3225";"    1857";"     655";"    1202";"    1303";"      65";"       .";"";"";"      17";"";"";""
"300";"1995MM11";"    4500";"    8906";"       1";"     312";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4727";"";"";"";"";"";"";"       .";"       8";"    4500";"    1909";"     671";"    1238";"    2521";"      70";"       .";"";"";"      18";"";"";""
"301";"1995MM12";"    6532";"   12150";"       1";"     296";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5912";"";"";"";"";"";"";"       .";"      -3";"    6532";"    2084";"     739";"    1345";"    4375";"      73";"       .";"";"";"      19";"";"";""
"302";"1995KW04";"   14257";"   26915";"       3";"     987";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   13646";"";"";"";"";"";"";"       .";"      -2";"   14257";"    5850";"    2065";"    3785";"    8199";"     208";"       .";"";"";"      54";"";"";""
"303";"1996MM01";"    6756";"   12374";"       1";"     575";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6199";"";"";"";"";"";"";"       .";"       5";"    6756";"    2004";"     675";"    1329";"    4656";"      96";"       .";"";"";"      23";"";"";""
"304";"1996MM02";"    6217";"   11885";"       1";"     412";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6082";"";"";"";"";"";"";"       .";"       1";"    6217";"    1950";"     701";"    1249";"    4179";"      88";"       .";"";"";"      24";"";"";""
"305";"1996MM03";"    5547";"   11137";"       1";"     378";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5973";"";"";"";"";"";"";"       .";"       4";"    5547";"    1975";"     701";"    1274";"    3478";"      94";"       .";"";"";"      24";"";"";""
"306";"1996KW01";"   18520";"   35396";"       3";"    1365";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   18254";"";"";"";"";"";"";"       .";"      10";"   18520";"    5929";"    2077";"    3852";"   12313";"     278";"       .";"";"";"      71";"";"";""
"307";"1996MM04";"    3541";"    6811";"       1";"     338";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3606";"";"";"";"";"";"";"       .";"      -3";"    3541";"    1681";"     588";"    1093";"    1793";"      67";"       .";"";"";"      18";"";"";""
"308";"1996MM05";"    3284";"    5778";"       1";"     340";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2828";"";"";"";"";"";"";"       .";"      -7";"    3284";"    1623";"     577";"    1046";"    1600";"      61";"       .";"";"";"      16";"";"";""
"309";"1996MM06";"    2434";"    4168";"       1";"     391";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2125";"";"";"";"";"";"";"       .";"      -1";"    2434";"    1555";"     545";"    1010";"     824";"      55";"       .";"";"";"      14";"";"";""
"310";"1996KW02";"    9259";"   16757";"       3";"    1069";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    8559";"";"";"";"";"";"";"       .";"     -11";"    9259";"    4859";"    1710";"    3149";"    4217";"     183";"       .";"";"";"      48";"";"";""
"311";"1996MM07";"    2366";"    3939";"       1";"     403";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1980";"";"";"";"";"";"";"       .";"       3";"    2366";"    1591";"     516";"    1075";"     724";"      51";"       .";"";"";"      15";"";"";""
"312";"1996MM08";"    2365";"    3732";"       1";"     386";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1759";"";"";"";"";"";"";"       .";"       5";"    2365";"    1620";"     572";"    1048";"     706";"      39";"       .";"";"";"      14";"";"";""
"313";"1996MM09";"    2932";"    4695";"       1";"     455";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2212";"";"";"";"";"";"";"       .";"      -7";"    2932";"    1732";"     608";"    1124";"    1151";"      49";"       .";"";"";"      16";"";"";""
"314";"1996KW03";"    7663";"   12366";"       3";"    1244";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5951";"";"";"";"";"";"";"       .";"       1";"    7663";"    4943";"    1696";"    3247";"    2581";"     139";"       .";"";"";"      45";"";"";""
"315";"1996MM10";"    3635";"    6447";"       1";"     578";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3387";"";"";"";"";"";"";"       .";"      -4";"    3635";"    1903";"     691";"    1212";"    1675";"      57";"       .";"";"";"      17";"";"";""
"316";"1996MM11";"    4793";"    8487";"       1";"     571";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4268";"";"";"";"";"";"";"       .";"       2";"    4793";"    1926";"     608";"    1318";"    2795";"      72";"       .";"";"";"      24";"";"";""
"317";"1996MM12";"    6412";"   11667";"       1";"     570";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5836";"";"";"";"";"";"";"       .";"      10";"    6412";"    2107";"     753";"    1354";"    4208";"      97";"       .";"";"";"      25";"";"";""
"318";"1996KW04";"   14840";"   26601";"       3";"    1719";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   13491";"";"";"";"";"";"";"       .";"       8";"   14840";"    5936";"    2052";"    3884";"    8678";"     226";"       .";"";"";"      66";"";"";""
"319";"1997MM01";"    7079";"   12758";"       1";"     599";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    6269";"";"";"";"";"";"";"       .";"     -10";"    7079";"    2233";"     844";"    1389";"    4735";"     111";"       .";"";"";"      12";"";"";""
"320";"1997MM02";"    4669";"    8548";"       1";"     486";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    4367";"";"";"";"";"";"";"       .";"       1";"    4669";"    1710";"     566";"    1144";"    2881";"      78";"       .";"";"";"      14";"";"";""
"321";"1997MM03";"    4189";"    7234";"       1";"     540";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3587";"";"";"";"";"";"";"       .";"       1";"    4189";"    1761";"     573";"    1188";"    2354";"      74";"       .";"";"";"      10";"";"";""
"322";"1997KW01";"   15937";"   28540";"       3";"    1625";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"   14223";"";"";"";"";"";"";"       .";"      -8";"   15937";"    5704";"    1983";"    3721";"    9970";"     263";"       .";"";"";"      36";"";"";""
"323";"1997MM04";"    3853";"    6873";"       1";"     511";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    3526";"";"";"";"";"";"";"       .";"      -6";"    3853";"    1729";"     594";"    1135";"    2056";"      68";"       .";"";"";"       8";"";"";""
"324";"1997MM05";"    3049";"    4654";"       1";"     611";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    2220";"";"";"";"";"";"";"       .";"       3";"    3049";"    1731";"     568";"    1163";"    1261";"      57";"       .";"";"";"       8";"";"";""
"325";"1997MM06";"    2555";"    3989";"       1";"     535";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1968";"";"";"";"";"";"";"       .";"      -2";"    2555";"    1714";"     608";"    1106";"     777";"      64";"       .";"";"";"       9";"";"";""
"326";"1997KW02";"    9457";"   15516";"       3";"    1657";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    7714";"";"";"";"";"";"";"       .";"      -5";"    9457";"    5174";"    1770";"    3404";"    4094";"     189";"       .";"";"";"      25";"";"";""
"327";"1997MM07";"    2558";"    3760";"       1";"     604";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1807";"";"";"";"";"";"";"       .";"       0";"    2558";"    1810";"     652";"    1158";"     689";"      59";"       .";"";"";"      11";"";"";""
"328";"1997MM08";"    2462";"    3582";"       1";"     495";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1621";"";"";"";"";"";"";"       .";"       5";"    2462";"    1819";"     677";"    1142";"     580";"      63";"       .";"";"";"      11";"";"";""
"329";"1997MM09";"    2813";"    4305";"       1";"     482";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    1973";"";"";"";"";"";"";"       .";"      -2";"    2813";"    1877";"     656";"    1221";"     881";"      55";"       .";"";"";"       9";"";"";""
"330";"1997KW03";"    7833";"   11647";"       3";"    1581";"";"";"";"";"";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5401";"";"";"";"";"";"";"       .";"       3";"    7833";"    5506";"    1985";"    3521";"    2150";"     177";"       .";"";"";"      31";"";"";""
